Robot,Delta_muestra,Input_d,d_ref,vel_ref,Input_vel,Input_theta,Output_d,Output_vel,Output_theta,curva,alpha_fuzzy,radio_curva
S,40,13.00,13.10,0.12,-0.00,-0.16,0.00,0.00,0.00,0.00,0.99,0.95
L,40,27.60,24.90,0.00,-0.05,0.06,0.00,4.30,-138.22,9.46,0.99,0.23
S,40,12.90,13.10,0.12,-0.00,-0.16,0.00,0.00,0.00,0.00,0.99,0.95
L,40,24.90,24.90,0.00,0.16,-0.03,0.00,-0.90,151.35,15.11,0.99,0.23
S,40,12.40,13.10,0.13,-0.00,-0.16,0.00,0.00,0.00,0.00,0.99,0.95
L,40,26.30,24.90,0.00,0.30,-0.13,0.00,-5.50,359.37,14.10,0.99,0.23
S,40,12.50,13.10,0.13,-0.00,-0.16,0.00,0.00,0.00,0.00,0.99,0.95
L,40,26.70,24.90,0.00,0.25,-0.11,0.00,-6.05,199.52,2.74,0.99,0.36
S,40,12.40,13.10,0.13,-0.00,-0.16,0.00,0.00,0.00,0.00,0.99,0.95
L,40,26.80,24.90,0.00,0.05,-0.09,0.00,-2.15,165.42,14.49,0.99,0.36
S,40,13.00,13.10,0.12,-0.00,-0.16,0.00,0.00,0.00,0.00,0.99,0.95
L,40,28.70,24.90,0.00,-0.27,0.09,0.00,7.04,-331.39,19.43,0.99,0.36
S,40,12.90,13.10,0.12,-0.00,-0.16,0.00,0.00,0.00,0.00,0.99,0.95
S,40,12.90,13.10,0.12,-0.00,-0.16,0.00,0.00,0.00,0.00,0.99,0.95
L,40,29.30,24.90,0.00,-0.34,0.09,0.00,10.37,-224.74,11.54,0.99,0.36
S,40,12.90,13.10,0.12,-0.00,-0.16,0.00,0.00,0.00,0.00,0.99,0.95
L,40,24.20,24.90,0.00,-0.09,0.07,0.00,5.95,-158.97,3.08,0.99,0.36
S,40,13.20,13.10,0.12,-0.00,-0.16,0.00,0.00,0.00,0.00,0.99,0.95
L,40,27.60,24.90,0.00,0.13,0.06,0.00,0.68,-142.35,13.00,0.99,0.36
S,40,12.80,13.10,0.12,-0.00,-0.16,0.00,0.00,0.00,0.00,0.99,0.95
L,40,27.70,24.90,0.00,0.18,-0.04,0.00,-1.31,156.67,17.34,0.99,0.36
S,40,12.70,13.10,0.12,-0.00,-0.16,0.00,0.00,0.00,0.00,0.99,0.95
L,40,26.60,24.90,0.00,0.14,-0.13,0.00,-1.25,363.95,15.51,0.99,0.36
S,40,12.10,13.10,0.13,-0.00,-0.16,0.00,0.00,0.00,0.00,0.99,0.95
L,40,26.20,24.90,0.00,0.17,-0.11,0.00,-3.02,202.06,3.99,0.99,0.36
S,40,12.40,13.10,0.13,-0.00,-0.16,0.00,0.00,0.00,0.00,0.99,0.95
L,40,26.90,24.90,0.00,0.06,-0.09,0.00,-1.10,161.95,11.41,0.99,0.36
S,40,12.70,13.10,0.12,-0.00,-0.16,0.00,0.00,0.00,0.00,0.99,0.95
L,40,27.50,24.90,0.00,-0.21,0.09,0.00,5.55,-336.77,20.29,0.99,0.36
S,40,13.30,13.10,0.12,-0.00,-0.16,0.00,0.00,0.00,0.00,0.99,0.95
L,40,30.30,24.90,0.00,-0.22,0.10,0.00,7.00,-236.95,10.13,0.99,0.36
S,40,13.10,13.10,0.12,-0.00,-0.16,0.00,0.00,0.00,0.00,0.99,0.95
L,40,30.30,24.90,0.00,-0.06,0.07,0.00,4.22,-158.84,3.94,0.99,0.36
S,40,13.10,13.10,0.12,-0.00,-0.16,0.00,0.00,0.00,0.00,0.99,0.95
L,40,27.40,24.90,10.00,0.16,0.06,0.00,257.02,-204.79,14.35,0.99,0.36
S,40,12.80,13.10,0.12,-0.00,-0.16,0.00,0.00,0.00,0.00,0.99,0.95
L,40,28.10,24.90,10.00,3.03,-0.09,0.00,239.25,419.29,18.91,0.99,0.20
S,40,12.80,13.10,0.12,-0.00,-0.16,0.00,0.00,0.00,0.00,0.99,0.95
L,40,28.00,24.90,10.00,3.98,-0.11,0.00,254.92,254.40,13.23,0.99,0.12
S,40,12.80,13.10,0.12,-0.00,-0.16,0.00,0.00,0.00,0.00,0.99,0.95
L,40,26.00,24.90,10.00,5.48,-0.03,0.00,250.71,-18.20,3.90,0.99,0.16
S,40,13.10,13.10,0.12,-0.00,-0.16,0.00,0.00,0.00,0.00,0.99,0.95
L,40,28.30,24.90,10.00,6.63,0.06,0.00,247.05,-235.57,13.48,0.99,0.06
S,40,13.90,13.10,0.13,-0.00,-0.16,0.00,0.00,0.00,0.00,0.99,0.95
L,40,29.40,24.90,10.00,6.96,0.06,0.00,257.83,-104.92,9.81,0.99,0.05
S,40,14.50,13.10,4.41,-0.00,-0.16,4.31,115.21,579.50,0.00,0.99,0.95
L,40,28.10,24.90,10.00,7.39,-0.03,0.00,264.27,221.54,1.31,0.99,0.08
S,40,14.50,13.10,4.56,0.27,-0.09,4.42,137.48,141.61,6.25,0.99,0.95
L,40,26.80,24.90,10.00,7.65,-0.10,0.00,272.81,316.60,5.44,0.99,0.02
S,40,14.60,13.10,4.95,1.41,-0.02,4.84,142.86,-41.45,21.77,0.99,0.95
L,40,29.60,24.90,10.00,7.74,0.03,0.00,284.10,-205.62,3.28,0.99,0.01
L,40,29.60,24.90,10.00,7.74,0.03,0.00,284.10,-205.62,3.28,0.99,0.01
S,40,15.00,13.10,6.77,2.71,-0.01,6.17,177.02,48.58,24.14,0.93,0.95
L,40,29.40,24.90,10.00,8.20,0.06,0.00,285.24,-167.23,11.62,0.99,0.06
S,40,14.90,13.10,6.34,3.42,-0.00,6.00,170.85,55.18,15.63,0.96,0.95
L,40,26.30,24.90,10.00,8.48,0.03,0.00,288.33,2.59,4.43,0.99,0.02
S,40,15.30,13.10,7.89,3.92,0.00,7.33,215.35,43.63,10.83,0.93,0.95
L,40,27.00,24.90,10.00,8.55,-0.09,0.00,295.35,395.43,3.38,0.99,0.02
S,40,15.70,13.10,9.40,4.48,0.00,8.65,263.09,37.70,8.41,0.88,0.95
L,40,26.10,24.90,10.00,8.59,-0.03,0.00,302.70,6.44,1.08,0.99,0.01
S,40,15.70,13.10,9.58,5.41,0.01,8.74,272.24,28.74,7.16,0.87,0.95
L,40,27.50,24.90,10.00,8.92,0.07,0.00,302.36,-259.33,9.65,0.99,0.05
S,40,15.50,13.10,9.09,6.47,0.01,8.22,255.87,19.18,6.37,0.87,0.95
L,40,25.70,24.90,10.00,9.04,0.06,0.00,305.55,-105.20,8.18,0.99,0.01
S,40,15.70,13.10,9.84,7.37,0.01,8.86,267.42,12.31,5.60,0.84,0.02
L,40,25.00,24.90,10.00,9.30,-0.03,0.00,304.26,211.30,1.84,0.99,0.04
S,40,15.70,13.10,9.69,8.04,0.02,8.94,260.14,-1.62,4.36,0.88,0.01
L,40,26.70,24.90,10.00,9.37,-0.03,0.00,306.41,85.76,5.43,0.99,0.01
S,40,15.60,13.10,9.31,8.18,0.02,8.73,256.34,9.42,2.99,0.91,0.01
L,40,26.00,24.90,10.00,9.43,0.03,0.00,308.70,-131.58,1.52,0.99,0.05
S,40,15.90,13.10,10.10,8.16,0.02,9.78,283.93,1.53,1.78,0.94,0.01
L,40,28.20,24.90,10.00,9.67,0.03,0.00,305.73,-59.22,3.42,0.99,0.00
S,40,15.90,13.10,10.17,8.38,0.02,9.94,291.34,-11.62,1.29,0.96,0.00
L,40,28.80,24.90,10.00,9.65,0.03,0.00,308.09,-45.78,3.13,0.99,0.04
S,40,15.60,13.10,9.31,8.73,0.02,9.22,270.30,-14.59,0.64,0.98,0.00
L,40,27.90,24.90,10.00,9.51,0.03,0.00,313.81,-47.24,5.86,0.99,0.04
L,40,27.90,24.90,10.00,9.51,0.03,0.00,313.81,-47.24,5.86,0.99,0.04
S,40,16.00,13.10,10.68,9.06,0.02,10.63,300.73,-23.72,0.17,0.99,0.01
L,40,33.10,24.90,10.00,9.93,-0.03,0.00,305.57,155.02,6.98,0.99,0.03
S,40,15.80,13.10,10.36,9.08,0.02,10.17,301.20,-32.43,1.19,0.96,0.01
L,40,27.30,24.90,10.00,9.29,-0.09,0.00,322.72,285.38,4.04,0.99,0.03
S,40,16.20,13.10,11.75,9.62,0.03,11.43,330.87,-36.63,2.46,0.91,0.01
L,40,29.80,24.90,10.00,9.50,0.04,0.00,321.28,-240.08,4.80,0.99,0.10
S,40,15.90,13.10,11.07,10.09,0.02,10.47,313.23,-35.93,4.13,0.87,0.02
L,40,26.10,24.90,10.00,9.76,0.07,0.00,317.50,-190.80,8.78,0.99,0.01
S,40,15.60,13.10,10.23,10.35,0.02,9.50,290.28,-35.52,5.02,0.87,0.02
S,40,15.60,13.10,10.23,10.35,0.02,9.50,290.28,-35.52,5.02,0.87,0.02
L,40,29.90,24.90,10.00,10.10,0.06,0.00,310.13,-118.28,0.60,0.99,0.08
S,40,15.50,13.10,9.94,10.51,0.02,9.11,277.65,-34.67,5.52,0.86,0.02
L,40,31.10,24.90,10.00,10.18,0.03,0.00,307.48,-18.10,10.07,0.99,0.08
S,40,15.60,13.10,10.16,10.19,0.02,9.33,288.38,-32.44,5.92,0.85,0.02
L,40,27.00,24.90,10.00,10.06,-0.03,0.00,309.44,145.24,13.80,0.99,0.05
S,40,15.80,13.10,10.66,10.08,0.01,9.86,304.31,-28.69,6.30,0.85,0.03
L,40,30.40,24.90,10.00,10.01,-0.03,0.00,310.55,51.10,10.90,0.99,0.01
S,40,16.00,13.10,11.16,10.06,0.01,10.41,321.21,-29.32,6.49,0.83,0.02
L,40,25.50,24.90,10.00,9.94,0.03,0.00,312.22,-158.36,3.57,0.99,0.01
S,40,15.90,13.10,10.87,10.07,0.01,10.04,319.80,-24.26,6.05,0.83,0.02
L,40,27.40,24.90,10.00,9.74,0.03,0.00,317.75,-61.21,1.31,0.99,0.00
S,40,15.70,13.10,10.29,10.04,0.01,9.39,310.03,-23.01,5.62,0.84,0.02
L,40,29.60,24.90,10.00,9.67,0.03,0.00,321.10,-78.67,5.19,0.99,0.02
S,40,15.60,13.10,9.91,10.16,0.01,9.06,298.43,-16.04,5.33,0.86,0.02
L,40,30.70,24.90,10.00,9.65,0.03,0.00,323.59,-73.66,7.89,0.99,0.03
S,41,16.10,13.10,11.28,10.18,0.00,10.55,332.35,-11.29,4.86,0.84,0.02
L,40,28.10,24.90,10.00,9.78,0.03,0.00,322.09,-85.43,9.65,0.99,0.04
S,40,15.40,13.10,9.10,10.25,0.00,8.49,279.99,-7.04,3.92,0.91,0.01
L,40,31.40,24.90,10.00,9.93,-0.09,0.00,319.57,340.73,10.84,0.99,0.04
S,40,15.40,13.10,9.08,10.32,-0.00,8.54,270.85,-1.97,3.15,0.92,0.01
L,40,28.00,24.90,10.00,9.93,0.03,0.00,319.93,-252.09,7.99,0.99,0.01
S,40,15.80,13.10,10.26,9.68,-0.00,9.82,311.17,1.17,2.56,0.92,0.01
L,40,28.30,24.90,10.00,10.06,0.07,0.00,316.96,-218.21,0.80,0.99,0.00
S,40,15.50,13.10,9.30,9.38,-0.00,9.04,297.53,1.56,1.42,0.96,0.00
L,40,27.20,24.90,10.00,10.13,0.06,0.00,314.81,-145.09,10.12,0.99,0.05
S,40,15.80,13.10,10.20,9.57,-0.00,10.13,315.52,2.07,0.57,0.99,0.00
L,40,29.20,24.90,10.00,10.05,-0.03,0.00,316.21,154.34,16.71,0.99,0.08
S,40,15.80,13.10,10.37,9.64,-0.01,10.32,321.83,5.22,0.46,0.99,0.00
L,40,29.60,24.90,10.00,10.97,-0.03,0.00,291.83,43.78,15.12,0.99,0.06
S,40,15.90,13.10,10.86,9.78,-0.01,10.82,335.25,7.70,0.27,0.99,0.00
S,40,15.90,13.10,10.86,9.78,-0.01,10.82,335.25,7.70,0.27,0.99,0.00
L,40,27.50,24.90,10.00,9.82,0.03,0.00,316.22,-182.76,7.87,0.99,0.02
S,40,15.80,13.10,10.75,10.68,-0.01,10.71,315.29,8.51,0.37,0.99,0.00
L,40,27.30,24.90,10.00,9.69,0.03,0.00,320.74,-95.26,6.07,0.99,0.02
S,40,15.70,13.10,10.68,10.47,-0.01,10.53,319.11,10.27,1.05,0.97,0.00
L,40,28.20,24.90,10.00,9.69,0.03,0.00,322.37,-91.26,9.91,0.99,0.04
S,41,15.70,13.10,10.83,11.33,-0.01,10.59,302.02,12.27,1.66,0.94,0.01
L,40,31.40,24.90,10.00,9.99,-0.09,0.00,316.37,319.82,12.15,0.99,0.05
S,40,15.80,13.10,11.18,11.15,-0.01,10.95,312.60,11.45,1.63,0.94,0.01
L,40,31.00,24.90,10.00,9.91,0.03,0.00,318.52,-262.26,9.11,0.99,0.04
S,40,15.30,13.10,9.79,11.29,-0.01,9.45,272.90,10.63,2.00,0.94,0.01
L,40,32.30,24.90,10.00,9.98,0.07,0.00,317.36,-234.86,0.57,0.99,0.00
S,40,15.50,13.10,10.38,10.65,-0.01,10.07,296.27,11.98,1.99,0.94,0.01
L,40,29.50,24.90,10.00,9.99,0.06,0.00,317.11,-159.34,6.72,0.99,0.08
S,40,15.60,13.10,10.66,10.29,-0.01,10.41,311.58,12.29,1.66,0.95,0.01
L,40,31.10,24.90,10.00,10.06,0.03,0.00,315.37,-63.11,15.10,0.99,0.10
S,40,15.90,13.10,11.57,10.07,-0.00,11.39,343.10,9.34,1.45,0.95,0.01
L,40,35.70,24.90,10.00,10.35,-0.04,0.00,307.40,119.13,19.10,0.99,0.08
L,40,35.70,24.90,10.00,10.35,-0.04,0.00,307.40,119.13,19.10,0.99,0.08
S,40,15.80,13.10,11.36,10.38,-0.00,11.13,338.20,11.25,1.70,0.94,0.01
L,40,39.60,24.90,10.00,10.29,-0.04,0.00,306.97,22.70,16.74,0.99,0.03
S,41,16.10,13.10,12.27,10.90,-0.00,12.05,354.31,8.83,2.09,0.92,0.01
L,40,37.20,24.90,10.00,10.08,-0.03,0.00,310.79,6.12,8.68,0.99,0.02
S,40,15.70,13.10,11.11,10.97,-0.00,10.90,330.23,13.00,1.53,0.95,0.01
L,40,38.20,24.90,10.00,9.94,0.03,0.00,313.95,-186.80,4.11,0.99,0.00
S,40,15.80,13.10,11.43,10.98,-0.00,11.34,339.05,3.56,0.81,0.98,0.00
L,40,35.90,24.90,10.00,9.77,0.03,0.00,318.72,-110.58,3.72,0.99,0.03
S,40,16.00,13.10,12.17,11.06,-0.00,12.12,358.79,13.50,0.63,0.98,0.00
L,40,38.30,24.90,10.00,9.87,0.02,0.00,317.50,-93.46,9.05,0.99,0.07
S,40,16.00,13.10,12.34,11.32,-0.00,12.31,363.16,8.39,0.26,0.99,0.00
S,40,16.00,13.10,12.34,11.32,-0.00,12.31,363.16,8.39,0.26,0.99,0.00
S,40,16.00,13.10,12.34,11.32,-0.00,12.31,363.16,8.39,0.26,0.99,0.00
L,40,42.40,24.90,10.00,10.09,-0.03,0.00,312.50,98.84,12.52,0.99,0.06
S,40,15.60,13.10,11.31,11.38,-0.00,11.27,340.44,9.21,0.24,0.99,0.00
L,40,42.70,24.90,10.00,9.90,0.02,0.00,316.87,-188.86,10.82,0.99,0.01
S,40,15.60,13.10,11.47,11.45,-0.00,11.39,342.33,6.83,0.77,0.98,0.00
L,40,42.20,24.90,10.00,9.89,-0.03,0.00,317.65,88.14,10.08,0.99,0.06
S,41,15.50,13.10,11.28,11.41,-0.00,11.19,338.65,11.17,0.86,0.97,0.00
L,40,43.40,24.90,10.00,10.69,-0.03,0.00,297.53,20.98,9.82,0.99,0.04
S,40,15.80,13.10,12.29,11.34,-0.00,12.26,366.00,12.00,0.30,0.99,0.00
L,40,44.50,24.90,10.00,9.65,0.03,0.00,320.74,-195.81,5.51,0.99,0.02
S,40,15.80,13.10,12.46,11.42,0.00,12.43,373.74,3.62,0.16,0.99,0.00
L,40,46.80,24.90,10.00,9.68,0.03,0.00,322.02,-111.80,5.96,0.99,0.02
S,40,15.40,13.10,11.40,11.42,-0.00,11.37,352.35,14.95,0.02,0.99,0.00
L,40,46.20,24.90,10.00,9.84,0.03,0.00,319.60,-110.23,10.99,0.99,0.04
S,40,15.50,13.10,11.84,11.52,-0.00,11.78,361.01,17.62,0.65,0.98,0.00
L,40,44.70,24.90,10.00,10.05,-0.03,0.00,315.07,95.34,14.09,0.99,0.05
S,40,15.80,13.10,12.87,11.46,-0.00,12.85,391.44,20.98,0.47,0.99,0.00
L,40,44.30,24.90,10.00,10.28,-0.03,0.00,308.79,12.27,13.89,0.99,0.05
S,40,15.50,13.10,12.12,11.53,-0.00,12.09,378.10,19.59,0.08,0.99,0.00
L,40,43.90,24.90,10.00,10.26,0.03,0.00,307.68,-189.80,8.61,0.99,0.03
S,40,15.40,13.10,11.88,12.01,-0.00,11.69,362.76,16.87,1.83,0.94,0.01
L,40,45.60,24.90,10.00,10.18,-0.03,0.00,308.32,87.97,7.04,0.99,0.03
L,40,45.60,24.90,10.00,10.18,-0.03,0.00,308.32,87.97,7.04,0.99,0.03
S,40,15.60,13.10,12.31,12.23,-0.00,12.02,367.52,17.57,3.27,0.90,0.01
L,40,42.20,24.90,10.00,10.11,0.03,0.00,309.06,-185.29,9.77,0.99,0.04
S,40,15.80,13.10,12.63,12.18,-0.00,12.34,377.67,19.65,3.48,0.89,0.01
L,40,41.70,24.90,10.00,10.02,0.03,0.00,310.63,-109.22,7.91,0.99,0.03
S,40,15.70,13.10,12.14,12.10,-0.00,11.78,369.40,14.13,3.64,0.89,0.01
L,40,41.80,24.90,10.00,10.30,-0.03,0.00,303.21,101.40,13.12,0.99,0.05
S,41,15.80,13.10,12.21,12.44,-0.00,11.80,362.60,11.96,4.12,0.87,0.01
L,40,39.30,24.90,10.00,10.39,-0.03,0.00,299.09,21.55,11.20,0.99,0.05
S,40,16.40,13.10,13.58,12.62,0.00,13.35,392.51,7.88,4.01,0.86,0.01
L,40,37.20,24.90,10.00,10.07,0.03,0.00,305.22,-189.58,6.12,0.99,0.03
S,40,16.40,13.10,13.42,12.80,0.00,13.20,389.11,6.96,3.31,0.88,0.01
L,40,37.80,24.90,10.00,9.57,-0.03,0.00,318.01,95.21,6.76,0.99,0.02
S,40,16.80,13.10,14.42,12.73,0.00,14.36,420.58,9.01,2.43,0.90,0.01
L,40,35.60,24.90,10.00,9.57,-0.03,0.00,320.36,25.66,8.85,0.99,0.04
S,40,17.80,13.10,17.50,12.99,0.00,17.60,504.17,8.75,1.24,0.96,0.00
L,40,34.90,24.90,10.00,9.71,0.03,0.00,319.16,-186.43,5.11,0.99,0.02
S,41,17.80,13.10,17.76,13.79,0.00,17.86,517.02,7.96,1.11,0.96,0.00
L,40,35.80,24.90,10.00,9.79,0.03,0.00,318.90,-100.46,4.89,0.99,0.02
S,40,17.50,13.10,17.10,15.26,0.00,17.18,484.18,3.72,1.10,0.96,0.00
L,40,33.00,24.90,10.00,10.09,-0.03,0.00,312.19,103.26,9.91,0.99,0.04
S,40,18.30,13.10,19.67,16.44,0.00,19.85,531.22,-3.48,1.28,0.96,0.00
L,40,32.00,24.90,10.00,10.03,-0.03,0.00,313.22,27.46,11.15,0.99,0.04
S,40,18.30,13.10,19.96,17.00,0.01,20.13,543.01,-9.27,1.14,0.97,0.00
L,40,31.30,24.90,10.00,10.09,0.03,0.00,311.48,-187.97,6.59,0.99,0.03
S,40,19.00,13.10,22.54,17.74,0.01,22.64,608.41,-16.69,0.58,0.99,0.00
L,40,32.00,24.90,10.00,10.05,0.03,0.00,312.06,-100.03,5.11,0.99,0.04
S,40,17.50,13.10,18.40,18.55,0.01,18.44,506.85,-22.22,0.21,0.99,0.00
L,40,30.10,24.90,10.00,10.04,0.03,0.00,311.89,-101.00,9.81,0.99,0.07
S,40,17.70,13.10,18.98,19.35,0.02,19.17,500.28,-40.08,1.35,0.96,0.01
L,40,29.70,24.90,10.00,10.11,-0.03,0.00,309.86,96.79,12.45,0.99,0.06
S,40,21.00,13.10,28.23,19.13,0.07,29.30,745.46,-222.62,2.57,0.93,0.01
L,40,28.00,24.90,10.00,10.20,-0.03,0.00,306.90,17.49,12.82,0.99,0.03
S,40,19.90,13.10,22.79,19.77,0.07,25.21,639.59,-164.51,6.07,0.76,0.02
L,40,27.80,24.90,10.00,9.33,0.03,0.00,328.50,-189.02,5.70,0.99,0.00
S,40,18.60,13.10,17.85,21.57,0.02,19.80,480.96,13.53,14.21,0.59,0.02
L,40,28.20,24.90,10.00,9.89,0.03,0.00,317.79,-109.45,7.83,0.99,0.06
S,40,19.10,13.10,17.59,21.99,0.02,20.14,441.69,-67.87,18.69,0.50,0.03
L,40,27.10,24.90,10.00,10.09,-0.03,0.00,313.29,95.68,12.38,0.99,0.07
S,40,16.50,13.10,12.73,20.74,0.07,12.23,321.82,-260.72,14.98,0.82,0.02
L,40,27.00,24.90,10.00,10.60,0.03,0.00,299.48,-190.37,11.67,0.99,0.01
S,40,17.90,13.10,15.80,18.39,0.07,16.17,416.83,-208.77,14.74,0.69,0.04
L,40,26.60,24.90,10.00,9.80,0.03,0.00,316.67,-106.00,10.03,0.99,0.06
S,40,17.90,13.10,15.69,16.31,0.02,16.00,453.20,-10.29,21.20,0.69,0.04
L,40,25.80,24.90,10.00,9.79,-0.03,0.00,318.12,87.29,13.30,0.99,0.06
S,41,14.70,13.10,6.73,15.46,0.01,6.49,236.42,-73.32,24.33,0.97,0.06
L,40,25.70,24.90,10.00,9.99,-0.03,0.00,314.24,23.44,12.76,0.99,0.01
S,40,14.40,13.10,5.76,14.52,0.01,5.67,185.20,-89.17,19.85,0.99,0.05
L,40,26.10,24.90,10.00,10.06,0.03,0.00,312.42,-195.40,7.75,0.99,0.00
L,40,26.10,24.90,10.00,10.06,0.03,0.00,312.42,-195.40,7.75,0.99,0.00
S,40,14.80,13.10,7.19,12.28,0.01,6.96,229.99,-86.72,16.91,0.97,0.05
L,40,25.60,24.90,10.00,10.00,0.03,0.00,313.53,-110.52,6.37,0.99,0.05
S,40,13.70,13.10,3.79,10.60,0.01,3.69,155.38,-68.11,15.24,0.99,0.05
L,40,25.40,24.90,10.00,10.19,-0.03,0.00,308.60,90.55,11.23,0.99,0.04
S,40,13.30,13.10,2.60,9.03,0.00,2.49,125.64,-70.49,14.37,0.99,0.06
L,40,26.20,24.90,10.00,10.09,-0.03,0.00,310.27,14.71,13.09,0.99,0.05
S,40,13.50,13.10,3.21,7.39,-0.00,3.11,147.11,-61.14,13.15,0.99,0.07
L,40,25.80,24.90,10.00,10.11,0.03,0.00,309.11,-188.90,8.39,0.99,0.03
S,40,13.50,13.10,3.23,6.02,-0.00,3.12,159.17,-54.16,11.93,0.99,0.08
L,40,25.60,24.90,10.00,9.97,0.03,0.00,312.25,-101.56,6.80,0.99,0.03
S,40,14.00,13.10,4.78,5.17,-0.01,4.67,205.53,-48.84,10.72,0.99,0.08
L,40,25.50,24.90,10.00,9.90,-0.03,0.00,314.26,111.35,12.46,0.99,0.04
S,40,13.80,13.10,4.22,4.88,-0.01,4.11,196.40,-42.03,9.70,0.99,0.08
L,40,25.90,24.90,10.00,9.95,-0.03,0.00,313.42,15.37,10.70,0.99,0.05
S,40,14.50,13.10,6.39,4.93,-0.06,6.30,247.88,135.07,8.77,0.99,0.07
L,40,25.00,24.90,10.00,9.77,0.03,0.00,318.47,-191.27,6.09,0.99,0.03
S,40,15.10,13.10,8.70,5.21,-0.06,8.06,309.32,68.91,5.91,0.91,0.05
L,40,25.40,24.90,10.00,9.84,0.02,0.00,317.89,-95.29,6.67,0.99,0.02
S,41,17.00,13.10,14.04,6.07,-0.00,14.00,447.84,-123.40,1.01,0.96,0.01
L,40,25.30,24.90,10.00,10.06,-0.03,0.00,313.03,105.80,11.15,0.99,0.04
S,40,17.80,13.10,16.49,8.11,0.00,16.61,504.90,-57.82,2.30,0.93,0.01
L,40,25.60,24.90,10.00,10.08,-0.03,0.00,312.27,26.37,11.31,0.99,0.05
S,40,18.30,13.10,17.92,10.58,0.00,18.26,526.46,-50.51,3.48,0.90,0.02
L,40,25.40,24.90,10.00,10.32,0.03,0.00,305.47,-190.87,6.28,0.99,0.03
S,40,18.50,13.10,17.48,13.40,0.00,18.51,483.87,-52.36,6.78,0.71,0.02
L,40,25.30,24.90,10.00,10.12,0.02,0.00,308.80,-90.15,5.27,0.99,0.02
S,40,19.20,13.10,17.50,17.72,0.01,19.95,395.22,-58.79,8.67,0.50,0.02
L,40,26.00,24.90,10.00,10.15,0.02,0.00,307.30,-98.67,9.95,0.99,0.03
S,40,19.90,13.10,18.41,16.23,0.01,21.78,456.69,-67.43,8.81,0.50,0.02
L,40,26.00,24.90,10.00,10.16,-0.03,0.00,306.10,104.10,12.63,0.99,0.06
S,40,19.20,13.10,17.26,15.98,0.01,19.48,445.75,-77.94,9.12,0.50,0.02
L,40,26.40,24.90,10.00,10.04,-0.04,0.00,308.31,35.31,12.68,0.99,0.03
S,40,20.70,13.10,19.43,15.92,-0.04,23.99,511.64,118.54,10.19,0.49,0.03
L,40,25.90,24.90,10.00,9.74,0.02,0.00,316.04,-183.55,4.66,0.99,0.01
S,40,20.30,13.10,18.92,16.41,0.02,22.78,505.82,-179.74,8.52,0.50,0.01
L,40,25.50,24.90,10.00,10.67,0.03,0.00,293.10,-105.17,6.48,0.99,0.06
S,40,21.70,13.10,25.49,16.90,0.08,27.48,679.17,-303.67,4.38,0.84,0.01
L,40,25.70,24.90,10.00,9.68,0.03,0.00,315.08,-104.51,10.82,0.99,0.07
S,40,23.90,13.10,23.36,18.69,0.08,34.00,626.76,-239.90,12.81,0.44,0.04
L,40,26.80,24.90,10.00,9.70,-0.04,0.00,316.59,114.20,13.41,0.99,0.07
S,40,21.50,13.10,20.66,20.68,0.02,26.65,531.52,-41.43,24.75,0.49,0.06
L,40,26.90,24.90,10.00,10.26,-0.03,0.00,303.67,20.16,12.22,0.99,0.01
S,40,13.20,13.10,1.95,21.14,0.02,1.74,30.58,-115.86,29.11,0.98,0.05
L,40,26.60,24.90,10.00,10.05,0.03,0.00,307.71,-184.08,6.37,0.99,0.01
S,40,12.30,13.10,-0.82,18.03,0.02,-1.05,-71.95,-117.79,26.80,0.99,0.06
L,40,26.00,24.90,10.00,10.08,0.03,0.00,306.61,-102.44,4.95,0.99,0.05
S,40,10.90,13.10,-3.56,11.82,0.01,-5.56,-90.77,-83.78,23.84,0.90,0.09
L,40,26.60,24.90,10.00,9.95,0.02,0.00,309.60,-100.15,9.79,0.99,0.07
S,40,11.10,13.10,-4.05,5.77,-0.00,-5.17,-35.03,-76.21,18.84,0.94,0.26
L,40,26.40,24.90,10.00,9.99,-0.04,0.00,308.78,111.48,12.82,0.99,0.07
S,40,11.50,13.10,-3.74,2.27,-0.00,-4.12,7.30,-68.69,13.40,0.98,0.28
L,40,27.50,24.90,10.00,9.86,-0.04,0.00,312.21,28.11,12.61,0.99,0.01
S,40,11.60,13.10,-3.74,1.34,0.00,-3.95,-3.37,-100.03,9.85,0.99,0.24
L,40,27.20,24.90,10.00,9.70,0.03,0.00,317.13,-192.13,4.82,0.99,0.01
S,40,13.40,13.10,1.63,0.82,-0.01,1.47,120.99,-43.04,7.96,0.99,0.30
L,40,26.80,24.90,10.00,9.76,0.03,0.00,317.44,-117.15,6.39,0.99,0.05
S,40,13.70,13.10,2.57,0.90,-0.05,2.41,148.06,93.36,6.57,0.99,0.33
L,40,27.40,24.90,10.00,10.03,0.03,0.00,311.65,-100.92,11.29,0.99,0.07
S,40,14.40,13.10,4.73,1.28,-0.00,4.61,204.11,-145.20,3.91,0.99,0.13
L,40,28.10,24.90,10.00,10.01,-0.03,0.00,312.11,109.02,14.16,0.99,0.06
S,40,17.50,13.10,14.27,3.32,-0.00,14.19,420.16,-67.01,3.28,0.89,0.03
L,40,28.20,24.90,10.00,10.12,-0.03,0.00,309.13,21.98,12.78,0.99,0.02
S,40,17.70,13.10,14.91,7.20,-0.01,14.88,399.27,-52.45,7.53,0.72,0.07
